budget,candidate_count,source,candidate_row_count,selected_count,validation_mae_mean,validation_mae_std,selected_validation_mae_mean,selected_validation_mae_std,posterior_trace_mean,posterior_trace_std,selected_posterior_trace_mean,selected_posterior_trace_std,scenario_cvar_trace_mean,scenario_cvar_trace_std,selected_scenario_cvar_trace_mean,selected_scenario_cvar_trace_std,condition_number_mean,condition_number_std,selected_condition_number_mean,selected_condition_number_std,coverage_penalty_mean,coverage_penalty_std,selected_coverage_penalty_mean,selected_coverage_penalty_std,rcss_score_mean,rcss_score_std,selected_rcss_score_mean,selected_rcss_score_std
0.2,50,coverage,1,0,3.806301818033424,,,,304.99176202041605,,,,211.56306825225053,,,,1283.125553476915,,,,0.0386308099006583,,,,0.2756098374632819,,,
0.2,50,degree,1,0,4.201600828962141,,,,345.52830860088835,,,,252.75851437310945,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.5809135461641961,,,
0.2,50,greedy_a_trace,1,0,3.5873719287163337,,,,252.7847156076752,,,,174.72420231476252,,,,827.4429067049239,,,,0.0354842330684903,,,,0.1065223737811593,,,
0.2,50,greedy_d_logdet,1,0,4.744222670667991,,,,285.7083645759104,,,,197.79730707403544,,,,2495.738821564474,,,,0.0488947808357289,,,,1.0,,,
0.2,50,multistart_swap_by_validation,1,1,3.4494496310258005,,3.4494496310258005,,256.5353992307779,,256.5353992307779,,181.06838539386064,,181.06838539386064,,766.3394061968161,,766.3394061968161,,0.0357004561823042,,0.0357004561823042,,0.0,,0.0,
0.2,50,quality_coverage_sample,50,0,3.6139485713104067,0.0814697007342148,,,302.1628286055885,5.904996487580598,,,207.11413932496896,12.270687332283869,,,985.964353084596,114.3382737707466,,,0.036180948590343716,0.001478861846229282,,,0.12704847509804915,0.0629219934612856,,
0.2,50,random_validation_pool,50,0,3.7272279836210895,0.10657970486278595,,,299.7925542988642,6.274721620498666,,,200.1646910182384,10.570973727998014,,,937.1887199404837,131.46640660285203,,,0.04127623968306465,0.003920017953925172,,,0.21453825812750357,0.08231535690010905,,
0.2,50,robust_coverage_cvar,1,0,3.572752369103352,,,,276.6253793244582,,,,136.50616216660916,,,,847.0925354616254,,,,0.0324602135041356,,,,0.095231159672297,,,
0.2,50,scenario_average_a_trace,1,0,3.7150949716732007,,,,276.60680416259913,,,,135.61040392832885,,,,843.3767736997646,,,,0.0386330615580876,,,,0.2051674946219231,,,
0.2,50,scenario_cvar_a_trace,1,0,3.709168120753378,,,,280.1272824275949,,,,132.64955031354688,,,,796.9195420911111,,,,0.0463980311740167,,,,0.200589973513312,,,
0.2,50,swap_from_best_random_trace,1,0,3.674590994813561,,,,254.49666645202015,,,,174.14199193043723,,,,857.2568928948817,,,,0.0350987118859367,,,,0.1738848098427955,,,
0.2,50,swap_from_greedy_a_trace,1,0,3.57763027548802,,,,249.30639316256529,,,,178.42547046875467,,,,854.5465569043888,,,,0.0352305114220355,,,,0.0989985430169616,,,
0.2,50,swap_from_scenario_average,1,0,3.620578879533594,,,,251.1168872522984,,,,172.16133832620864,,,,850.1390367533809,,,,0.0377290889796368,,,,0.1321693016986861,,,
0.2,50,swap_from_scenario_cvar,1,0,3.5042928618137035,,,,252.20783970161008,,,,172.41870373957892,,,,843.8176081186758,,,,0.0364012375264384,,,,0.0423574086799481,,,
0.2,50,top_variance,1,0,3.662077665399245,,,,365.34597494398486,,,,270.48553322167515,,,,1514.6376830720258,,,,0.060086035112792,,,,0.164220313416631,,,
0.2,50,validation_swap,3,0,3.367258716814458,0.03040522715817383,,,285.08591367428113,22.127808565500917,,,198.17673233782583,7.768223975057486,,,967.9841493445783,238.86932856408865,,,0.03733386136283897,0.0010145168441986633,,,0.39287093065681106,0.5333197094567323,,
0.2,100,coverage,1,0,3.806301818033424,,,,304.99176202041605,,,,211.56306825225053,,,,1283.125553476915,,,,0.0386308099006583,,,,0.2966842885556356,,,
0.2,100,degree,1,0,4.201600828962141,,,,345.52830860088835,,,,252.75851437310945,,,,1652.5023737186611,,,,0.1400114568053675,,,,0.593105894199269,,,
0.2,100,greedy_a_trace,1,0,3.5873719287163337,,,,252.7847156076752,,,,174.72420231476252,,,,827.4429067049239,,,,0.0354842330684903,,,,0.1325160323227423,,,
0.2,100,greedy_d_logdet,1,0,4.744222670667991,,,,285.7083645759104,,,,197.79730707403544,,,,2495.738821564474,,,,0.0488947808357289,,,,1.0,,,
0.2,100,multistart_swap_by_validation,1,0,3.492040870230426,,,,252.22564808431943,,,,176.21790892583456,,,,825.7873654925071,,,,0.0353544291874257,,,,0.0610304362477358,,,
0.2,100,quality_coverage_sample,100,1,3.6116230476048976,0.08883966885816856,3.410652501009182,,300.7272105963201,6.378758075523387,297.24082788608905,,205.61366101045627,11.310509249590886,204.1918085361663,,964.8832439316056,121.41498527083871,966.6960858947276,,0.036448807649062935,0.0014814933946457518,0.0381014541603197,,0.1507011413183707,0.06661791848635758,0.0,
0.2,100,random_validation_pool,50,0,3.7045204171086006,0.09697673664034312,,,300.0775458506547,6.7502161094191955,,,202.32146518549754,9.394564924733526,,,968.2583708111181,144.2332198572947,,,0.04083952934766459,0.0033293489984691713,,,0.22036179481624432,0.07271963549181246,,
0.2,100,robust_coverage_cvar,1,0,3.572752369103352,,,,276.6253793244582,,,,136.50616216660916,,,,847.0925354616254,,,,0.0324602135041356,,,,0.121553309891179,,,
0.2,100,scenario_average_a_trace,1,0,3.7150949716732007,,,,276.60680416259913,,,,135.61040392832885,,,,843.3767736997646,,,,0.0386330615580876,,,,0.228291302243143,,,
0.2,100,scenario_cvar_a_trace,1,0,3.709168120753378,,,,280.1272824275949,,,,132.64955031354688,,,,796.9195420911111,,,,0.0463980311740167,,,,0.2238469534906967,,,
0.2,100,swap_from_best_random_trace,1,0,3.541851729272281,,,,252.57933134670716,,,,173.19891325907412,,,,861.6193835121475,,,,0.0369644932202963,,,,0.0983819458834075,,,
0.2,100,swap_from_greedy_a_trace,1,0,3.57763027548802,,,,249.30639316256529,,,,178.42547046875467,,,,854.5465569043888,,,,0.0352305114220355,,,,0.1252110899582876,,,
0.2,100,swap_from_scenario_average,1,0,3.620578879533594,,,,251.1168872522984,,,,172.16133832620864,,,,850.1390367533809,,,,0.0377290889796368,,,,0.1574168223769741,,,
0.2,100,swap_from_scenario_cvar,1,0,3.5042928618137035,,,,252.20783970161008,,,,172.41870373957892,,,,843.8176081186758,,,,0.0364012375264384,,,,0.0702177980094434,,,
0.2,100,top_variance,1,0,3.662077665399245,,,,365.34597494398486,,,,270.48553322167515,,,,1514.6376830720258,,,,0.060086035112792,,,,0.1885353842718225,,,
0.2,100,validation_swap,3,0,3.3028958565262805,0.009880744507721079,,,297.7982192660589,6.107605145110484,,,200.76705664089448,3.680425948605569,,,973.0765450484055,181.52627335652076,,,0.037199151738908365,0.0028508185838977173,,,0.5842334365770879,0.5208510492576154,,
